mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_class_weight	param_max_depth	param_max_features	param_min_samples_leaf	param_min_samples_split	param_n_estimators	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0.07510442733764648	0.003944053690303283	0.002698802947998047	0.0007585688603158428			sqrt	2	10	25	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 25}	0.5340326340326341	0.5645022350530825	0.5227513227513227	0.5937662337662337	0.5824033867177165	0.5594911624641978	0.027286677604731347	857
0.15380568504333497	0.013248510623302968	0.004311800003051758	0.002395086294167139			sqrt	2	10	50	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}	0.5506202480992397	0.5241354863156865	0.5737643998513563	0.5346780594854555	0.6340245775729646	0.5634445542649406	0.039051800923024085	672
0.29240942001342773	0.015242712410438312	0.006884956359863281	0.0025446256169578203			sqrt	2	10	100	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}	0.5736653635813299	0.5168323739752311	0.5674392312040701	0.5785675232367414	0.5941333333333334	0.5661275650661413	0.02618255279656385	570
0.46901326179504393	0.024154833747119454	0.009613227844238282	0.0010567965351339094			sqrt	2	10	150	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 150}	0.5506202480992397	0.5409907552764696	0.606266050333847	0.5434080773820741	0.5534391534391534	0.5589448569061568	0.024094184000230157	875
0.6113494396209717	0.018639216281695372	0.011152362823486328	0.002375310603641998			sqrt	2	10	200	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}	0.5364527945173106	0.565149136577708	0.606266050333847	0.558540723101586	0.5534782388407559	0.5639773886742414	0.023182306448619357	661
0.9488084793090821	0.025663130483478507	0.019735288619995118	0.004379679018950874			sqrt	2	10	300	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}	0.5415813000558763	0.5565421245421245	0.601980438612478	0.5674392312040701	0.5789937680498556	0.5693073724928809	0.02047697296205186	463
1.2507041454315186	0.01979907680028301	0.0191925048828125	0.00044668015460489846			sqrt	2	10	400	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 400}	0.5506202480992397	0.5578067765567766	0.601980438612478	0.5521228545618789	0.5179899949801804	0.5561040625621108	0.026855708891431615	992
1.514354658126831	0.0828982631189552	0.025786876678466797	0.003246630339212491			sqrt	2	10	500	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500}	0.545299707743821	0.565149136577708	0.601980438612478	0.5521228545618789	0.4994107744107744	0.552792582381332	0.033100872375558185	1158
1.833261775970459	0.05234050809712598	0.03169264793395996	0.004794371988477804			sqrt	2	10	600	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 600}	0.5775896234912629	0.5494002060931195	0.601980438612478	0.5521228545618789	0.4994107744107744	0.5561007794339027	0.03417950199803607	994
0.07995867729187012	0.012028822377036452	0.002900552749633789	0.001186777226190679			sqrt	4	2	25	{'class_weight': None, 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 25}	0.5594141095763419	0.5820082578031961	0.526060606060606	0.5583496540018279	0.5852278545826933	0.562212096404933	0.021219286398601933	715
